     -0.97      -0.42
     -0.90      -1.21
     -0.07       1.57
      0.01      -0.60
      1.44      -0.95
      0.08       0.21
      1.24      -1.27
      0.58      -0.47
      0.04      -0.35
     -0.71      -0.40
      1.48      -0.11
     -1.70       3.09
     -0.21       0.44
      0.21       0.30
      1.41       2.06
      0.04       0.55
     -0.47       0.92
     -0.79       1.78
      0.33      -0.26
      0.46       0.50
      0.93       1.36
      0.22       0.27
      0.86       0.93
      0.24      -0.25
     -0.60       1.64
