     -1.41      -0.61
     -0.50      -0.36
      1.17       0.58
     -0.18       0.15
      0.56      -1.10
      1.23       0.30
      0.12       0.85
      0.13      -0.82
     -0.81      -0.33
      1.65      -0.55
     -0.69      -0.20
     -2.20       0.59
     -1.72       0.07
     -0.27      -1.65
     -0.45       0.20
     -0.35      -0.97
     -2.11      -1.96
      0.31       0.95
      0.51      -1.13
      2.28       0.88
      0.41      -1.05
      0.40       0.07
      0.98       0.09
      0.09       1.17
     -1.49      -0.16
