      0.36       0.45
      0.99       0.05
      0.02       0.88
     -1.06      -0.32
     -0.35      -0.07
      1.12      -1.42
      1.28      -1.79
     -2.44       1.02
     -1.34      -0.29
      0.35       0.63
      0.27       0.45
      0.73       0.33
      0.71       0.23
      0.80      -1.38
     -0.26      -0.05
      1.71       2.04
     -0.56       0.48
     -1.10      -0.01
     -0.45       0.27
      0.14      -0.98
      1.80       0.99
     -1.34       1.75
      1.36       0.11
     -0.53      -1.10
     -0.02      -0.87
