      0.51       1.67
      0.41      -0.68
      1.48       0.61
      1.09      -0.38
     -1.23       0.81
      0.10      -0.09
     -0.03       0.24
     -0.13      -0.34
     -1.36      -0.45
     -0.32      -0.30
      1.49      -0.65
     -0.24       0.91
     -0.17      -0.38
      1.10      -0.13
     -0.30       0.49
      2.05       0.59
     -1.44      -0.20
     -0.98      -1.52
     -1.27      -0.33
      0.14       0.98
      1.76       0.51
     -1.21      -2.17
      0.98      -1.44
      1.51       0.47
      1.41       1.10
