      0.51       1.67
      0.41      -0.68
      1.48       0.61
      1.09      -0.38
     -1.23       0.81
      0.10      -0.09
     -0.03       0.24
     -0.13      -0.34
      1.20       1.01
     -0.32      -0.30
      1.49      -0.65
     -1.40       0.04
      0.98      -0.98
      1.10      -0.13
     -0.30      -0.49
     -0.97       1.87
     -1.44      -0.20
     -0.98      -1.52
     -1.27      -0.33
     -0.29       0.72
      0.61       1.10
     -1.21      -2.17
      1.41      -1.18
     -1.05      -0.99
     -1.33       0.69
