     -1.47      -0.94
     -0.51      -0.70
      0.40       0.82
      0.82       0.90
      0.76      -2.11
      0.27      -0.30
     -0.89      -0.94
     -0.35      -0.06
      0.04       0.35
      0.27      -0.91
      0.17      -0.00
      0.23      -0.78
     -2.40       0.05
     -0.47       0.20
      0.48       0.10
      0.84       0.21
      0.66       0.50
      1.38       1.63
     -0.33      -0.26
      1.20      -0.52
      0.32      -0.99
      1.80      -2.37
     -1.00       2.63
     -0.89       0.69
     -0.34       0.34
