      0.45      -0.79
     -1.36      -0.17
      0.39      -1.78
     -0.53       1.50
      0.56       1.10
      1.23       0.30
      0.12       0.85
     -0.06       0.64
     -0.81      -0.33
      1.65      -0.55
     -0.69      -0.20
      0.19       0.91
     -1.72       0.07
     -1.05      -1.99
     -0.45       0.20
     -0.15       1.14
      2.11       1.96
     -0.53      -1.06
     -0.97       1.49
     -0.45       1.31
      0.41       1.05
      0.40       0.07
      0.98       0.09
      0.09       1.17
     -1.49      -0.16
