      4.79       9.27
    -18.51       5.27
     -9.98     -12.22
     18.56      15.16
    -23.00      -9.11
    -12.38      11.01
     22.15     -18.88
     -1.79     -23.70
     13.91      -7.92
    -15.12     -11.52
      8.21      19.56
     16.89     -20.20
     16.67      19.42
     18.66       7.69
      0.65     -23.62
      6.93     -12.85
      3.95     -11.47
      2.09     -10.24
      3.01      17.62
     10.88       2.40
      8.58     -11.37
    -16.18     -15.08
    -15.72      20.84
     -6.02      -0.08
      5.46      -5.74
