      0.45      -0.79
      1.36      -0.17
      0.39      -1.78
     -0.53       1.50
      0.77      -0.90
     -0.46       0.31
      0.12       0.85
      0.14       0.05
     -0.99       1.56
     -1.65       0.55
     -0.69      -0.20
      0.19       0.91
     -1.72       0.07
      0.20       1.85
     -0.45       0.20
     -1.41      -0.40
      0.97       2.51
      0.05      -0.27
      0.00      -1.20
      1.23       1.30
      0.41       1.05
      0.71       0.82
      0.98       0.09
     -0.88       1.52
      1.49      -0.16
